Make,Model,Year,Style,Distance,Engine_capacity(cm3),Fuel_type,Transmission,Price(euro),Age,km_year,annual_mileage,Cars_built,engine_capacity
35,114,2010,10,170000.0,1400.0,4,1,6999.0,12,14166.67,2,1,1
2,9,2015,10,90000.0,2000.0,0,0,15700.0,7,12857.14,2,1,2
42,88,2010,11,180000.0,2000.0,0,1,6000.0,12,15000.0,2,1,2
35,50,2013,11,158000.0,1200.0,0,1,4950.0,9,17555.56,0,1,1
27,95,2011,3,199000.0,1461.0,0,1,8700.0,11,18090.91,0,0,1
2,129,2004,3,220000.0,3000.0,3,0,9300.0,18,12222.22,2,1,2
34,101,2008,4,200000.0,1400.0,3,1,4999.0,14,14285.71,2,1,1
6,47,2012,3,200000.0,1500.0,0,1,6999.0,10,20000.0,0,1,1
14,101,2001,6,230000.0,2500.0,0,1,3700.0,21,10952.38,1,0,2
27,82,2004,4,190000.0,1500.0,0,1,3999.0,18,10555.56,1,0,1
2,9,1995,4,387000.0,2000.0,3,1,3500.0,27,14333.33,2,1,2
5,101,2004,4,205000.0,1600.0,3,1,2300.0,18,11388.89,1,1,1
2,9,1993,10,420798.0,2500.0,4,1,2100.0,29,14510.28,2,1,2
14,121,2015,3,58700.0,2000.0,4,0,13499.0,7,8385.71,1,0,2
42,88,2007,11,258000.0,2000.0,0,1,6699.0,15,17200.0,0,1,2
40,38,2007,10,245000.0,2400.0,3,0,7400.0,15,16333.33,2,0,2
28,134,2006,11,200000.0,1900.0,0,1,6199.0,16,12500.0,2,1,2
27,95,2013,3,166000.0,1500.0,0,1,9000.0,9,18444.44,0,0,1
28,101,2013,9,214000.0,2234.0,0,1,9899.0,9,23777.78,0,1,2
18,86,2015,10,65000.0,1999.0,3,0,12500.0,7,9285.71,1,0,2
40,24,2011,4,192000.0,1400.0,0,1,6500.0,11,17454.55,0,0,1
42,37,2009,6,200000.0,1900.0,0,1,4700.0,13,15384.62,2,1,2
32,62,2008,5,200000.0,1500.0,0,1,4599.0,14,14285.71,2,1,1
32,62,2013,6,170000.0,1500.0,0,1,7499.0,9,18888.89,0,1,1
40,92,2007,11,197000.0,1500.0,2,0,5799.0,15,13133.33,2,0,1
23,48,2012,10,124000.0,2500.0,4,0,16999.0,10,12400.0,2,1,2
40,122,2010,4,170000.0,1400.0,0,1,7600.0,12,14166.67,2,0,1
11,101,2012,6,240361.0,2200.0,0,1,9200.0,10,24036.1,0,3,2
14,121,2015,3,37000.0,2000.0,4,0,16000.0,7,5285.71,1,0,2
27,101,2001,9,344100.0,3000.0,0,1,13000.0,21,16385.71,2,0,2
1,94,2016,3,49000.0,3000.0,0,0,55500.0,6,8166.67,1,1,2
5,101,2001,10,235000.0,2000.0,3,1,1950.0,21,11190.48,1,1,2
27,95,2016,3,128000.0,1500.0,0,1,13290.0,6,21333.33,0,0,1
23,31,2003,10,320000.0,3200.0,0,0,8700.0,19,16842.11,2,1,2
40,79,2003,3,111111.0,1800.0,4,0,3300.0,19,5847.95,1,0,1
2,9,1998,10,294278.0,3000.0,0,1,4500.0,24,12261.58,2,1,2
2,6,1995,10,248000.0,1800.0,4,1,1999.0,27,9185.19,1,1,1
23,78,2012,3,178000.0,3500.0,0,0,27500.0,10,17800.0,0,1,0
13,20,1993,10,230682.0,2000.0,3,1,2000.0,29,7954.55,1,0,2
42,66,1987,10,325000.0,1600.0,4,1,13000.0,35,9285.71,1,1,1
14,121,2008,3,198000.0,2000.0,3,0,5600.0,14,14142.86,2,0,2
31,101,2014,4,130000.0,3000.0,0,0,28000.0,8,16250.0,2,-1,2
34,101,2004,6,285700.0,1900.0,0,1,5500.0,18,15872.22,2,1,2
34,64,2011,1,170000.0,1200.0,0,1,4900.0,11,15454.55,2,1,1
35,85,2009,11,180000.0,1800.0,4,1,4450.0,13,13846.15,2,1,1
42,89,2011,10,138000.0,2000.0,4,1,9500.0,11,12545.45,2,1,2
2,9,2003,10,285000.0,2497.0,0,0,2750.0,19,15000.0,2,1,2
6,101,2012,6,225000.0,1500.0,0,1,3499.0,10,22500.0,0,1,1
7,101,2000,10,186000.0,1598.0,3,1,1600.0,22,8454.55,1,0,1
23,101,2015,11,160000.0,1500.0,0,1,11900.0,7,22857.14,0,1,1
42,118,2009,6,180000.0,1400.0,4,1,5400.0,13,13846.15,2,1,1
11,54,2019,10,41625.0,1998.0,2,0,16600.0,3,13875.0,2,3,2
28,43,2009,1,222220.0,1300.0,0,1,2998.0,13,17093.85,2,1,1
32,80,2006,11,198650.0,1500.0,0,1,3550.0,16,12415.62,2,1,1
16,101,2009,10,240000.0,2995.0,4,0,16500.0,13,18461.54,0,1,2
2,130,2008,3,255000.0,3000.0,0,0,18000.0,14,18214.29,0,1,2
1,17,1999,11,245000.0,1800.0,4,1,2800.0,23,10652.17,1,1,1
23,126,2002,6,444444.0,2200.0,0,1,3650.0,20,22222.2,0,1,2
22,101,2000,6,180000.0,2000.0,4,1,1900.0,22,8181.82,1,0,2
28,134,2010,5,258456.0,1996.0,0,1,5500.0,12,21538.0,0,1,2
22,5,2008,10,17800.0,1600.0,4,1,5500.0,14,1271.43,1,0,1
11,52,2012,11,173500.0,1000.0,4,1,5700.0,10,17350.0,0,3,1
9,101,2001,6,130000.0,2400.0,3,0,4999.0,21,6190.48,1,3,2
2,9,2000,10,220000.0,2500.0,4,1,5150.0,22,10000.0,1,1,2
13,35,2007,9,256000.0,2000.0,3,0,9250.0,15,17066.67,2,0,2
1,0,1993,10,385213.0,2000.0,4,1,1750.0,29,13283.21,2,1,2
35,114,2015,10,190000.0,2000.0,0,0,15000.0,7,27142.86,0,1,2
2,6,2007,2,230000.0,200.0,4,0,7700.0,15,15333.33,2,1,1
42,61,2004,4,260000.0,1600.0,4,1,3550.0,18,14444.44,2,1,1
40,27,2004,6,300000.0,2000.0,0,1,2600.0,18,16666.67,2,0,2
40,122,2009,3,110000.0,1329.0,4,1,6299.0,13,8461.54,1,0,1
14,135,2012,9,107000.0,2000.0,4,0,11800.0,10,10700.0,1,0,2
42,88,1999,11,123456.0,1900.0,0,1,700.0,23,5367.65,1,1,2
2,9,2000,10,2508.0,2500.0,0,0,950.0,22,114.0,1,1,2
42,88,2009,11,22000.0,1400.0,3,0,7199.0,13,1692.31,1,1,1
2,9,2000,10,175000.0,3000.0,0,1,600.0,22,7954.55,1,1,2
43,131,2014,3,165000.0,2400.0,0,0,23999.0,8,20625.0,0,-1,2
42,101,2004,10,305000.0,3000.0,0,0,9500.0,18,16944.44,2,1,2
31,22,1989,7,80000.0,2400.0,4,1,1500.0,33,2424.24,1,-1,2
13,35,2011,3,146000.0,2200.0,0,0,13000.0,11,13272.73,2,0,2
32,101,2015,11,105000.0,1600.0,4,0,15000.0,7,15000.0,2,1,1
11,52,2011,10,102000.0,1600.0,4,1,5860.0,11,9272.73,1,3,1
16,101,2013,10,83000.0,2000.0,4,0,13000.0,9,9222.22,1,1,2
27,95,2011,3,198500.0,1500.0,0,1,7500.0,11,18045.45,0,0,1
32,71,2009,11,260000.0,1500.0,0,1,5000.0,13,20000.0,0,1,1
28,23,2011,11,290000.0,1300.0,0,1,6300.0,11,26363.64,0,1,1
18,112,2006,3,209203.0,2500.0,0,1,7200.0,16,13075.19,2,0,2
18,101,2014,6,154400.0,1700.0,0,0,8700.0,8,19300.0,0,0,1
27,21,2005,10,300000.0,1498.0,4,1,3500.0,17,17647.06,0,0,1
0,101,2019,9,3550.0,2000.0,4,0,36900.0,3,1183.33,1,1,2
23,104,2012,10,119000.0,2987.0,0,0,27500.0,10,11900.0,2,1,2
3,101,2000,9,45000.0,2000.0,4,1,3750.0,22,2045.45,1,3,2
28,101,2012,4,111130.0,1400.0,5,0,12500.0,10,11113.0,1,1,1
28,123,1993,4,240000.0,1600.0,4,1,899.0,29,8275.86,1,1,1
1,94,2012,9,49000.0,3000.0,0,0,36900.0,10,4900.0,1,1,2
11,101,1995,10,67000.0,3000.0,4,0,4500.0,27,2481.48,1,3,2
23,104,2018,10,51000.0,3000.0,0,0,87000.0,4,12750.0,2,1,2
6,77,2008,11,497017.0,1400.0,3,1,3200.0,14,35501.21,0,1,1
35,114,2008,10,246000.0,1800.0,4,1,3550.0,14,17571.43,0,1,1
2,9,2001,11,365000.0,3000.0,0,0,5900.0,21,17380.95,0,1,2
28,23,2005,11,220500.0,1400.0,3,1,3350.0,17,12970.59,2,1,1
5,34,2012,4,147765.0,1400.0,0,1,4500.0,10,14776.5,2,1,1
42,61,2014,11,180000.0,1200.0,4,1,7700.0,8,22500.0,0,1,1
42,120,1997,6,527123.0,1900.0,0,1,3500.0,25,21084.92,0,1,2
11,54,2017,10,53000.0,1500.0,4,0,12000.0,5,10600.0,1,3,1
9,101,2006,3,211470.0,1800.0,3,1,6000.0,16,13216.88,2,3,1
35,50,2008,4,93500.0,1200.0,4,1,3500.0,14,6678.57,1,1,1
28,23,2005,4,216000.0,1270.0,0,1,3500.0,17,12705.88,2,1,1
9,101,2006,3,211470.0,1800.0,3,1,5555.0,16,13216.88,2,3,1
11,101,1994,2,122333.0,2500.0,4,1,999.0,28,4369.04,1,3,2
27,95,2017,3,80111.0,1500.0,0,1,13999.0,5,16022.2,2,0,1
32,80,2008,11,222500.0,1461.0,0,1,3900.0,14,15892.86,2,1,1
32,62,2012,6,202000.0,1461.0,0,1,7100.0,10,20200.0,0,1,1
35,85,2013,11,240000.0,1800.0,4,1,10500.0,9,26666.67,0,1,1
1,17,2005,11,250000.0,3000.0,0,0,5200.0,17,14705.88,2,1,2
42,66,2006,10,240000.0,1600.0,3,1,5500.0,16,15000.0,2,1,1
13,20,2009,10,166500.0,1997.0,4,0,8600.0,13,12807.69,2,0,2
32,108,2011,11,191000.0,1500.0,0,1,5300.0,11,17363.64,0,1,1
35,101,1996,11,210000.0,1300.0,4,1,1100.0,26,8076.92,1,1,1
42,89,2012,10,91000.0,2000.0,4,0,9150.0,10,9100.0,1,1,2
31,101,1990,9,42000.0,2400.0,4,1,2000.0,32,1312.5,1,-1,2
2,9,1989,10,250000.0,200.0,0,1,1300.0,33,7575.76,1,1,1
28,23,2006,11,251000.0,1299.0,0,1,3699.0,16,15687.5,2,1,1
42,66,2011,10,170000.0,1200.0,4,1,7300.0,11,15454.55,2,1,1
32,62,2011,6,165000.0,1400.0,4,1,5699.0,11,15000.0,2,1,1
6,106,2010,4,90200.0,1200.0,4,1,4500.0,12,7516.67,1,1,1
41,101,1994,4,324521.0,1500.0,4,1,600.0,28,11590.04,1,2,1
11,52,2003,4,466859.0,1600.0,4,1,2250.0,19,24571.53,0,3,1
42,117,2014,3,74000.0,3000.0,0,0,30000.0,8,9250.0,1,1,2
1,0,1989,10,175000.0,2300.0,4,1,450.0,33,5303.03,1,1,2
42,88,2011,11,196000.0,1400.0,3,0,7950.0,11,17818.18,0,1,1
32,69,1999,6,181000.0,1400.0,4,1,1500.0,23,7869.57,1,1,1
6,47,2014,3,96000.0,1500.0,0,1,9200.0,8,12000.0,2,1,1
27,95,2010,3,173000.0,1600.0,4,1,7500.0,12,14416.67,2,0,1
1,15,2012,10,190000.0,1996.0,4,0,9300.0,10,19000.0,0,1,2
28,134,2004,6,200000.0,1600.0,3,1,4050.0,18,11111.11,1,1,1
32,80,2007,11,280000.0,1500.0,0,1,3100.0,15,18666.67,0,1,1
6,47,2015,3,160000.0,1500.0,0,1,8100.0,7,22857.14,0,1,1
32,62,2012,6,170000.0,1500.0,0,1,6700.0,10,17000.0,2,1,1
28,23,2005,11,236000.0,2000.0,4,1,3700.0,17,13882.35,2,1,2
28,101,1996,10,300000.0,2500.0,0,1,2300.0,26,11538.46,1,1,2
23,48,2006,10,370000.0,2200.0,0,0,6666.0,16,23125.0,0,1,2
40,26,2008,11,220000.0,2000.0,0,1,4250.0,14,15714.29,2,0,2
23,101,2014,10,95000.0,2000.0,4,0,15400.0,8,11875.0,1,1,2
35,101,2011,11,162000.0,1390.0,4,1,8200.0,11,14727.27,2,1,1
35,85,2001,4,400000.0,1900.0,0,1,2500.0,21,19047.62,0,1,2
42,101,2001,6,298400.0,2500.0,0,1,5500.0,21,14209.52,2,1,2
40,24,2007,4,220000.0,1400.0,0,1,3650.0,15,14666.67,2,0,1
40,44,2006,4,220000.0,1400.0,0,0,4250.0,16,13750.0,2,0,1
32,80,2011,4,220000.0,1500.0,0,1,3600.0,11,20000.0,0,1,1
40,38,2015,10,130000.0,2480.0,2,0,14500.0,7,18571.43,0,0,2
41,4,2006,6,222222.0,1500.0,2,0,3000.0,16,13888.88,2,2,1
42,61,1993,2,265000.0,1399.0,3,1,1100.0,29,9137.93,1,1,1
23,126,1999,6,343256.0,2200.0,0,1,3100.0,23,14924.17,2,1,2
2,12,2001,10,350000.0,300.0,0,0,6000.0,21,16666.67,2,1,1
28,23,1993,4,30000.0,1600.0,4,1,18000.0,29,1034.48,1,1,1
28,23,1993,4,280623.0,1600.0,4,1,900.0,29,9676.66,1,1,1
35,50,2013,1,175000.0,1200.0,0,1,3500.0,9,19444.44,0,1,1
2,9,1997,10,25000.0,2500.0,0,0,1200.0,25,1000.0,1,1,2
40,74,2006,9,300000.0,3000.0,0,1,15300.0,16,18750.0,0,0,2
1,0,1999,11,222222.0,2000.0,3,1,5000.0,23,9661.83,1,1,2
23,48,2000,10,437000.0,2200.0,0,0,4500.0,22,19863.64,0,1,2
23,14,2000,9,20000.0,1700.0,0,1,1350.0,22,909.09,1,1,1
42,66,2001,10,270000.0,2000.0,4,1,2385.0,21,12857.14,2,1,2
18,112,2018,9,119000.0,1995.0,0,0,20999.0,4,29750.0,0,0,2
26,22,1983,0,123854.0,1500.0,4,1,6000.0,39,3175.74,1,2,1
23,101,2012,9,164000.0,2900.0,0,0,28000.0,10,16400.0,2,1,2
23,101,2014,6,260000.0,1500.0,0,1,5500.0,8,32500.0,0,1,1
28,134,2007,6,290000.0,1900.0,0,1,3700.0,15,19333.33,0,1,2
40,24,2013,4,146000.0,1400.0,0,1,8700.0,9,16222.22,2,0,1
42,37,2011,1,200000.0,1600.0,0,1,6250.0,11,18181.82,0,1,1
13,41,2018,4,32000.0,1998.0,4,1,25900.0,4,8000.0,1,0,2
10,101,2012,10,168000.0,1300.0,0,1,4900.0,10,16800.0,2,1,1
11,101,1988,11,325000.0,1300.0,3,1,15000.0,34,9558.82,1,3,1
35,114,2002,10,272825.0,1800.0,4,1,3750.0,20,13641.25,2,1,1
42,120,2000,6,320000.0,1900.0,0,1,3500.0,22,14545.45,2,1,2
27,127,2006,9,261000.0,1997.0,4,1,5900.0,16,16312.5,2,0,2
20,97,2005,3,130000.0,3300.0,2,0,5000.0,17,7647.06,1,0,2
13,41,2001,4,200000.0,1400.0,4,1,3000.0,21,9523.81,1,0,1
40,92,2012,4,240000.0,1800.0,2,0,9200.0,10,24000.0,0,0,1
32,62,2012,6,165000.0,1500.0,0,0,8600.0,10,16500.0,2,1,1
29,7,2003,11,12345.0,2000.0,0,1,3300.0,19,649.74,1,1,2
23,78,2001,9,300000.0,2700.0,0,0,6500.0,21,14285.71,2,1,2
14,101,2018,3,123000.0,1582.0,0,0,14299.0,4,30750.0,0,0,1
14,107,2015,9,150000.0,1995.0,0,0,16799.0,7,21428.57,0,0,2
14,101,2020,10,16000.0,2497.0,4,0,28699.0,2,8000.0,1,0,2
18,22,2021,10,2700.0,2497.0,4,0,41199.0,1,2700.0,1,0,2
18,113,2017,3,141000.0,1995.0,0,0,16699.0,5,28200.0,0,0,2
14,101,2020,9,13000.0,2497.0,4,0,64099.0,2,6500.0,1,0,2
18,112,2015,9,138000.0,1995.0,0,0,17499.0,7,19714.29,0,0,2
14,107,2017,9,132000.0,2199.0,0,0,19399.0,5,26400.0,0,0,2
14,121,2018,3,109000.0,1995.0,0,0,17599.0,4,27250.0,0,0,2
18,113,2019,3,24000.0,1995.0,0,0,18499.0,3,8000.0,1,0,2
14,101,2015,10,150000.0,2199.0,0,0,15199.0,7,21428.57,0,0,2
14,101,2017,10,114000.0,2199.0,0,0,19699.0,5,22800.0,0,0,2
14,101,2020,9,2000.0,2959.0,0,0,68299.0,2,1000.0,1,0,2
18,112,2018,9,92000.0,1995.0,0,0,20699.0,4,23000.0,0,0,2
37,101,2015,6,122000.0,1998.0,0,0,13499.0,7,17428.57,0,0,2
14,101,2019,3,61000.0,1580.0,2,0,21799.0,3,20333.33,0,0,1
14,107,2015,9,90000.0,2199.0,0,0,16799.0,7,12857.14,2,0,2
18,101,2017,6,109000.0,2199.0,0,0,22899.0,5,21800.0,0,0,2
18,86,2020,4,7000.0,1598.0,4,0,25799.0,2,3500.0,1,0,1
18,101,2017,4,90000.0,1998.0,4,0,22799.0,5,18000.0,0,0,2
14,101,2020,10,16000.0,2497.0,4,0,30699.0,2,8000.0,1,0,2
14,111,2017,10,88000.0,1685.0,0,0,15499.0,5,17600.0,0,0,1
18,101,2016,6,107000.0,2199.0,0,0,17199.0,6,17833.33,0,0,2
18,101,2020,6,6000.0,2151.0,0,0,39800.0,2,3000.0,1,0,2
14,22,2019,9,35000.0,2199.0,0,0,34499.0,3,11666.67,1,0,2
18,101,2017,6,101000.0,2199.0,0,0,18899.0,5,20200.0,0,0,2
14,101,2015,10,155000.0,2359.0,2,0,14699.0,7,22142.86,0,0,2
42,88,2012,11,220000.0,2000.0,0,1,14500.0,10,22000.0,0,1,2
32,80,2012,11,176000.0,1461.0,0,1,6500.0,10,17600.0,0,1,1
6,77,2009,11,126000.0,1500.0,0,1,5150.0,13,9692.31,1,1,1
29,101,2008,4,213100.0,1400.0,4,1,3300.0,14,15221.43,2,1,1
23,48,2004,10,270000.0,1799.0,3,1,7400.0,18,15000.0,2,1,1
11,51,2010,4,230000.0,1400.0,0,1,5800.0,12,19166.67,0,3,1
25,101,2002,3,195000.0,3200.0,0,1,7200.0,20,9750.0,1,0,2
27,95,2010,3,170000.0,1500.0,0,1,7400.0,12,14166.67,2,0,1
28,101,1988,4,155000.0,1300.0,4,1,1500.0,34,4558.82,1,1,1
1,17,2000,10,111111.0,1900.0,0,1,1400.0,22,5050.5,1,1,2
3,101,2007,3,190000.0,1991.0,0,1,7500.0,15,12666.67,2,3,2
23,29,2006,4,290000.0,2000.0,0,0,5300.0,16,18125.0,0,1,2
31,101,1997,11,30000.0,1600.0,4,1,3000.0,25,1200.0,1,-1,1
1,16,2009,10,150000.0,2000.0,4,1,10990.0,13,11538.46,1,1,2
35,114,2007,10,222200.0,2000.0,0,1,5999.0,15,14813.33,2,1,2
20,49,2013,10,150000.0,2500.0,2,0,16999.0,9,16666.67,2,0,2
23,101,2015,3,118000.0,2000.0,4,0,16499.0,7,16857.14,2,1,2
11,101,1999,1,25000.0,1800.0,0,1,1200.0,23,1086.96,1,3,1
28,123,1998,11,198620.0,1800.0,4,1,1700.0,24,8275.83,1,1,1
35,85,2011,11,216000.0,1200.0,4,1,5550.0,11,19636.36,0,1,1
29,101,2017,3,96000.0,1598.0,4,0,18000.0,5,19200.0,0,1,1
2,9,2015,10,193365.0,1995.0,0,0,20000.0,7,27623.57,0,1,2
2,129,2014,9,156000.0,2146.0,0,0,30000.0,8,19500.0,0,1,2
2,6,2000,10,300000.0,2000.0,0,1,1850.0,22,13636.36,2,1,2
41,101,2002,4,12354.0,1500.0,4,1,700.0,20,617.7,1,2,1
40,26,2012,11,150000.0,1900.0,4,0,11500.0,10,15000.0,2,0,2
23,31,2004,10,253000.0,1800.0,3,1,5900.0,18,14055.56,2,1,1
32,62,2012,6,260000.0,1461.0,0,0,7500.0,10,26000.0,0,1,1
17,101,1998,11,205000.0,2500.0,4,1,6500.0,24,8541.67,1,3,2
23,104,2006,10,265000.0,3500.0,4,0,15000.0,16,16562.5,2,1,0
40,44,2006,11,280000.0,1400.0,0,1,5500.0,16,17500.0,0,0,1
40,25,2014,10,125000.0,2500.0,2,0,17800.0,8,15625.0,2,0,2
35,114,2014,10,182783.0,1600.0,0,1,12400.0,8,22847.88,0,1,1
28,101,2009,6,250000.0,2500.0,0,1,6600.0,13,19230.77,0,1,2
32,62,2013,6,178000.0,1600.0,0,1,9150.0,9,19777.78,0,1,1
11,119,2010,6,178000.0,1798.0,0,1,4990.0,12,14833.33,2,3,1
30,39,2011,9,230000.0,3000.0,0,0,8000.0,11,20909.09,0,1,2
1,0,1994,10,415000.0,2290.0,3,1,1100.0,28,14821.43,2,1,2
1,93,2009,9,213000.0,2000.0,4,0,11800.0,13,16384.62,2,1,2
42,116,2012,3,126000.0,2000.0,4,0,11500.0,10,12600.0,2,1,2
1,101,1999,2,255000.0,1600.0,4,1,1100.0,23,11086.96,1,1,1
42,118,2010,6,201400.0,1400.0,3,0,6550.0,12,16783.33,2,1,1
28,23,2006,4,240000.0,1400.0,4,1,3700.0,16,15000.0,2,1,1
11,101,2001,6,238000.0,1900.0,0,1,2400.0,21,11333.33,1,3,2
18,113,2000,9,130000.0,2000.0,0,1,4500.0,22,5909.09,1,0,2
11,54,2010,3,170000.0,1400.0,0,1,4000.0,12,14166.67,2,3,1
29,22,2012,2,13000.0,1600.0,4,0,11600.0,10,1300.0,1,1,1
42,88,2006,10,240000.0,200.0,4,1,4300.0,16,15000.0,2,1,1
42,88,1998,10,23000.0,1900.0,0,1,500.0,24,958.33,1,1,2
11,119,2014,6,188000.0,1589.0,4,1,9990.0,8,23500.0,0,3,1
14,101,2017,10,58000.0,1600.0,4,0,11990.0,5,11600.0,1,0,1
40,44,2016,10,50800.0,1364.0,0,1,11600.0,6,8466.67,1,0,1
22,10,2004,10,350000.0,2000.0,4,1,3800.0,18,19444.44,0,0,2
42,61,2005,4,197057.0,1898.0,0,0,3859.0,17,11591.59,1,1,2
23,48,2014,10,265000.0,2987.0,0,0,15000.0,8,33125.0,0,1,2
35,101,2012,5,125550.0,1798.0,4,1,9000.0,10,12555.0,2,1,1
40,122,2010,3,151000.0,1400.0,4,1,6700.0,12,12583.33,2,0,1
35,114,2014,10,147524.0,1400.0,4,1,11500.0,8,18440.5,0,1,1
25,101,1993,11,200000.0,2000.0,3,1,2250.0,29,6896.55,1,0,2
6,101,2013,4,170000.0,1500.0,0,1,6300.0,9,18888.89,0,1,1
41,3,2006,10,52648.0,1600.0,4,1,1100.0,16,3290.5,1,2,1
2,9,2001,10,200000.0,3000.0,0,0,5400.0,21,9523.81,1,1,2
23,48,2000,10,320000.0,2000.0,3,1,5500.0,22,14545.45,2,1,2
42,110,2010,11,2222.0,1968.0,0,1,12300.0,12,185.17,1,1,2
42,61,2009,4,139000.0,1400.0,4,1,6500.0,13,10692.31,1,1,1
23,78,2009,9,260000.0,3200.0,0,0,12100.0,13,20000.0,0,1,2
20,97,2010,9,250000.0,3500.0,2,0,19999.0,12,20833.33,0,0,0
20,97,2016,3,121000.0,3500.0,2,0,38500.0,6,20166.67,0,0,0
2,9,1996,10,320000.0,1999.0,4,1,2500.0,26,12307.69,2,1,2
28,23,2011,6,208000.0,1259.0,0,1,6350.0,11,18909.09,0,1,1
28,123,1996,10,256652.0,1600.0,4,1,1600.0,26,9871.23,1,1,1
42,120,2001,5,370000.0,2500.0,0,1,4800.0,21,17619.05,0,1,2
27,101,2000,10,190000.0,2000.0,4,1,3000.0,22,8636.36,1,0,2
2,130,2010,3,220000.0,3000.0,0,0,23500.0,12,18333.33,0,1,2
40,45,2007,6,187000.0,2200.0,0,1,5800.0,15,12466.67,2,0,2
32,80,2011,11,146000.0,1500.0,0,1,7100.0,11,13272.73,2,1,1
6,76,2011,10,400000.0,1200.0,3,1,1300.0,11,36363.64,0,1,1
20,97,2005,3,313000.0,2998.0,3,0,8500.0,17,18411.76,0,0,2
28,123,2004,4,315000.0,2172.0,0,1,4100.0,18,17500.0,0,1,2
23,48,2006,10,280000.0,2200.0,0,0,5600.0,16,17500.0,0,1,2
2,101,2016,6,110000.0,1500.0,0,1,12500.0,6,18333.33,0,1,1
40,102,2006,3,113000.0,2400.0,4,0,7000.0,16,7062.5,1,0,2
42,66,2013,10,147000.0,1400.0,2,0,8000.0,9,16333.33,2,1,1
6,76,2006,10,175000.0,1400.0,4,1,1650.0,16,10937.5,1,1,1
14,60,2008,4,200000.0,1400.0,3,1,3800.0,14,14285.71,2,0,1
42,120,2003,5,334588.0,1900.0,0,1,6800.0,19,17609.89,0,1,2
42,61,1996,4,330336.0,2000.0,4,1,1900.0,26,12705.23,2,1,2
28,101,2007,9,200000.0,2000.0,0,0,6000.0,15,13333.33,2,1,2
1,0,1984,10,340000.0,1800.0,3,1,1500.0,38,8947.37,1,1,1
2,6,2004,10,27000.0,1800.0,4,1,4500.0,18,1500.0,1,1,1
32,62,2008,11,111111.0,1500.0,0,1,4400.0,14,7936.5,1,1,1
4,101,2003,6,357000.0,2500.0,0,1,4500.0,19,18789.47,0,3,2
23,56,2016,3,88000.0,2500.0,0,0,37977.0,6,14666.67,2,1,2
28,23,2013,6,220000.0,1300.0,0,1,6200.0,9,24444.44,0,1,1
1,17,2014,11,192000.0,2000.0,0,0,16900.0,8,24000.0,0,1,2
2,128,2015,3,138000.0,2000.0,4,0,18200.0,7,19714.29,0,1,2
22,10,2009,10,224000.0,2000.0,0,1,8555.0,13,17230.77,0,0,2
1,101,2008,11,306582.0,2000.0,0,0,7400.0,14,21898.71,0,1,2
42,61,2006,4,228000.0,1398.0,4,1,5500.0,16,14250.0,2,1,1
20,58,2006,10,140000.0,3000.0,4,0,3500.0,16,8750.0,1,0,2
2,130,2009,9,270000.0,3000.0,0,0,13800.0,13,20769.23,0,1,2
6,77,2008,11,250000.0,1500.0,0,1,3200.0,14,17857.14,0,1,1
25,101,2001,2,123456.0,1500.0,4,1,1500.0,21,5878.86,1,0,1
27,95,2015,4,156000.0,1500.0,0,1,11600.0,7,22285.71,0,0,1
2,9,2014,10,217000.0,2000.0,0,0,17000.0,8,27125.0,0,1,2
23,125,2012,6,239135.0,2200.0,0,0,20499.0,10,23913.5,0,1,2
20,101,2019,3,5000.0,2000.0,2,0,29099.0,3,1666.67,1,0,2
29,7,2004,11,255073.0,2000.0,4,0,3799.0,18,14170.72,2,1,2
30,39,2019,3,20136.0,3000.0,4,0,69999.0,3,6712.0,1,1,2
40,26,2010,10,107000.0,1798.0,4,1,8900.0,12,8916.67,1,0,1
40,44,2009,10,180000.0,1400.0,0,1,7250.0,13,13846.15,2,0,1
32,101,2018,9,125700.0,1600.0,0,1,19500.0,4,31425.0,0,1,1
27,95,2018,9,108900.0,1500.0,0,1,15999.0,4,27225.0,0,0,1
6,47,2018,9,92700.0,1500.0,0,1,11500.0,4,23175.0,0,1,1
23,48,2009,10,240000.0,3490.0,4,0,11500.0,13,18461.54,0,1,2
40,101,2012,11,115700.0,1400.0,0,1,7250.0,10,11570.0,1,0,1
33,101,2001,10,20240.0,1800.0,4,1,1800.0,21,963.81,1,1,1
33,101,2003,10,26200.0,200.0,0,1,2000.0,19,1378.95,1,1,1
2,9,2014,11,153000.0,1998.0,0,0,20500.0,8,19125.0,0,1,2
27,91,2000,10,342587.0,1800.0,4,1,2690.0,22,15572.14,2,0,1
32,80,2007,11,230000.0,1500.0,0,1,3800.0,15,15333.33,2,1,1
31,101,2008,10,300000.0,1600.0,4,1,1200.0,14,21428.57,0,-1,1
43,131,2016,9,166000.0,2400.0,0,0,20919.0,6,27666.67,0,-1,2
40,102,2019,9,2595.0,2000.0,4,0,28500.0,3,865.0,1,0,2
42,37,2003,1,250000.0,1900.0,0,1,2600.0,19,13157.89,2,1,2
14,107,2006,3,245385.0,2200.0,0,1,8500.0,16,15336.56,2,0,2
23,48,2012,10,160000.0,2200.0,0,0,8800.0,10,16000.0,2,1,2
35,100,2015,4,175000.0,1400.0,0,1,6800.0,7,25000.0,0,1,1
42,88,1999,10,333000.0,1800.0,4,1,2500.0,23,14478.26,2,1,1
2,12,2007,10,300000.0,3000.0,0,0,12000.0,15,20000.0,0,1,2
